product_id,category,brand,season,size,color,original_price,markdown_percentage,current_price,purchase_date,stock_quantity,customer_rating,is_returned,return_reason,return_date
FB001119,Outerwear,H&M,Fall,XS,Blue,196.96,14.5,168.4,2025-10-15,15,5.0,True,Size Issue,2025-10-21
FB001120,Shoes,H&M,Spring,XXL,Gray,118.44,14.0,101.86,2025-05-07,34,4.2,True,Size Issue,2025-06-05
FB001121,Shoes,Forever21,Winter,M,White,145.99,0.0,145.99,2024-11-22,29,3.6,False,,
FB001122,Shoes,Forever21,Fall,L,Gray,136.17,20.6,108.12,2025-06-03,17,4.4,True,Wrong Item,2025-06-05
FB001123,Outerwear,Ann Taylor,Spring,XXL,Navy,149.91,28.5,107.19,2024-02-25,16,3.7,True,Changed Mind,2024-03-07
FB001124,Dresses,Zara,Spring,L,Blue,87.62,50.7,43.2,2025-10-02,49,4.0,True,Color Mismatch,2025-10-22
FB001125,Shoes,Mango,Summer,XXL,Green,168.39,0.0,168.39,2024-12-07,45,4.2,False,,
FB001126,Outerwear,Banana Republic,Summer,XL,White,141.56,0.0,141.56,2025-07-02,10,4.0,False,,
FB001127,Dresses,H&M,Spring,S,Navy,106.36,0.0,106.36,2024-09-11,46,4.0,False,,
FB001128,Accessories,Zara,Summer,XL,Blue,66.44,0.0,66.44,2024-11-04,18,2.7,True,Damaged,2024-11-29
FB001129,Dresses,H&M,Summer,M,Black,188.21,11.0,167.51,2024-10-03,47,3.3,False,,
FB001130,Accessories,Banana Republic,Winter,XS,Green,63.27,18.8,51.38,2025-08-25,6,4.1,False,,
FB001131,Bottoms,Uniqlo,Spring,L,Purple,119.22,0.0,119.22,2024-07-26,29,2.8,True,Damaged,2024-08-14
FB001132,Tops,Forever21,Spring,L,Black,42.23,9.2,38.34,2025-12-20,18,2.2,False,,
FB001133,Bottoms,Forever21,Summer,L,Blue,144.17,34.3,94.72,2024-08-17,28,3.3,False,,
FB001134,Accessories,Forever21,Fall,L,Navy,45.99,0.0,45.99,2024-12-06,19,4.6,False,,
FB001135,Dresses,Banana Republic,Summer,XL,Red,85.31,51.9,41.03,2024-05-24,5,3.8,False,,
FB001136,Tops,H&M,Summer,L,Pink,61.19,36.7,38.73,2024-11-25,2,3.1,False,,
FB001137,Outerwear,Forever21,Summer,M,White,208.36,30.9,143.98,2025-10-29,20,4.6,True,Wrong Item,2025-11-21
FB001138,Tops,Banana Republic,Summer,L,Black,57.57,23.2,44.21,2024-05-04,47,2.7,True,Wrong Item,2024-06-01
FB001139,Accessories,Zara,Winter,L,Red,55.7,7.1,51.75,2025-03-04,35,4.4,False,,
FB001140,Shoes,Banana Republic,Winter,M,Beige,83.38,0.0,83.38,2025-07-31,23,3.8,False,,
FB001141,Bottoms,Uniqlo,Fall,XL,Navy,92.33,0.0,92.33,2024-08-03,29,2.6,False,,
FB001142,Dresses,Mango,Fall,XL,Gray,51.67,7.3,47.9,2024-01-06,4,4.0,False,,
FB001143,Bottoms,H&M,Summer,XL,Gray,69.72,0.0,69.72,2025-08-31,29,3.5,True,Changed Mind,2025-09-21
FB001144,Outerwear,H&M,Spring,XXL,Green,237.74,0.0,237.74,2025-08-21,27,3.7,False,,
FB001145,Shoes,Forever21,Spring,XL,Purple,142.66,0.0,142.66,2024-06-05,37,4.0,True,Quality Issue,2024-06-14
FB001146,Bottoms,Uniqlo,Summer,S,Purple,100.48,26.6,73.75,2025-08-29,49,3.9,False,,
FB001147,Dresses,Gap,Fall,S,Green,183.17,41.8,106.6,2024-05-30,39,4.3,True,Changed Mind,2024-05-31
FB001148,Shoes,Banana Republic,Summer,S,Purple,169.16,12.1,148.69,2025-05-27,19,3.7,False,,
FB001149,Bottoms,Forever21,Winter,L,Gray,72.6,26.3,53.51,2025-09-11,5,4.8,False,,
FB001150,Bottoms,Uniqlo,Fall,L,Purple,83.0,25.0,62.25,2025-07-25,7,3.6,False,,
FB001151,Dresses,Ann Taylor,Fall,XS,Navy,195.41,26.9,142.84,2024-08-06,27,4.4,False,,
FB001152,Bottoms,Forever21,Spring,S,Green,53.5,7.9,49.27,2024-11-13,37,4.4,False,,
FB001153,Shoes,Uniqlo,Summer,XL,Pink,45.36,0.0,45.36,2025-02-11,30,3.7,True,Damaged,2025-03-06
FB001154,Shoes,Uniqlo,Summer,XL,Green,178.11,59.9,71.42,2025-04-10,40,3.3,True,Changed Mind,2025-05-08
FB001155,Dresses,Banana Republic,Summer,M,Green,154.2,34.1,101.62,2024-05-14,11,4.5,True,Size Issue,2024-05-16
FB001156,Tops,Zara,Spring,XS,Purple,47.75,53.1,22.39,2024-01-18,47,4.4,True,Changed Mind,2024-02-16
FB001157,Shoes,Mango,Spring,XL,Green,190.49,17.6,156.96,2024-03-03,42,3.8,True,Color Mismatch,2024-03-08
FB001158,Dresses,Uniqlo,Summer,S,Gray,57.57,15.3,48.76,2024-06-26,26,3.6,False,,
FB001159,Accessories,Uniqlo,Spring,XL,Navy,22.65,17.5,18.69,2025-08-02,5,4.1,False,,
FB001160,Accessories,Banana Republic,Summer,S,Black,27.07,19.5,21.79,2024-06-22,49,4.3,False,,
FB001161,Bottoms,Ann Taylor,Winter,XS,White,66.93,38.9,40.89,2024-05-15,12,3.7,False,,
FB001162,Tops,Uniqlo,Fall,M,Red,76.5,17.5,63.11,2024-07-23,17,4.3,False,,
FB001163,Shoes,Uniqlo,Winter,M,Black,118.38,10.2,106.31,2025-06-19,41,4.0,False,,
FB001164,Dresses,Mango,Summer,XL,Blue,76.47,19.9,61.25,2024-12-21,27,4.6,False,,
FB001165,Dresses,Uniqlo,Fall,M,Purple,143.77,25.4,107.25,2024-08-03,32,4.3,False,,
FB001166,Tops,Uniqlo,Summer,XS,Purple,85.83,0.0,85.83,2025-04-23,8,5.0,False,,
FB001167,Shoes,Forever21,Summer,M,Black,140.72,40.2,84.15,2025-05-01,26,4.2,True,Size Issue,2025-05-05
FB001168,Bottoms,Ann Taylor,Spring,S,Gray,95.61,28.8,68.07,2025-04-12,39,4.9,False,,
FB001169,Dresses,Forever21,Winter,L,White,92.94,10.1,83.55,2025-02-14,43,3.6,False,,
FB001170,Bottoms,Banana Republic,Winter,L,Pink,144.48,5.4,136.68,2024-06-19,32,4.6,False,,
FB001171,Outerwear,H&M,Fall,S,Beige,136.64,59.4,55.48,2024-05-24,19,4.8,False,,
FB001172,Tops,Forever21,Fall,L,Green,85.86,0.0,85.86,2024-11-04,11,3.2,False,,
FB001173,Bottoms,H&M,Fall,L,Black,116.9,0.0,116.9,2025-01-18,35,4.3,True,Quality Issue,2025-01-30
FB001174,Accessories,Gap,Winter,XXL,White,74.33,36.6,47.13,2024-09-05,45,2.3,False,,
FB001175,Accessories,Forever21,Fall,M,Red,40.99,0.0,40.99,2025-11-21,18,4.1,False,,
FB001176,Tops,Forever21,Summer,M,Gray,86.99,40.5,51.76,2024-07-01,38,4.4,False,,
FB001177,Shoes,Ann Taylor,Spring,XL,Green,137.69,38.3,84.95,2024-08-23,41,3.2,True,Quality Issue,2024-08-25
FB001178,Bottoms,Uniqlo,Winter,XS,Navy,76.09,0.0,76.09,2024-10-18,9,3.4,True,Changed Mind,2024-11-03
FB001179,Accessories,Uniqlo,Winter,S,Red,40.88,6.6,38.18,2024-12-20,5,3.9,False,,
FB001180,Accessories,Forever21,Summer,S,Navy,23.37,15.3,19.79,2025-05-12,0,4.3,False,,
FB001181,Dresses,Forever21,Winter,XS,Pink,122.25,22.3,94.99,2025-05-29,28,3.1,True,Size Issue,2025-06-09
FB001182,Outerwear,Ann Taylor,Summer,S,Blue,170.39,15.1,144.66,2024-01-08,9,3.6,False,,
FB001183,Dresses,Uniqlo,Fall,XL,Brown,173.7,5.7,163.8,2024-02-10,18,3.0,True,Wrong Item,2024-02-25
FB001184,Shoes,Zara,Spring,M,Blue,93.99,0.0,93.99,2025-07-09,1,4.8,False,,
FB001185,Shoes,Ann Taylor,Winter,XS,Gray,91.94,13.9,79.16,2024-02-07,22,4.0,False,,
FB001186,Tops,H&M,Fall,XS,Purple,29.46,32.7,19.83,2024-10-08,27,3.4,True,Size Issue,2024-10-28
FB001187,Bottoms,Gap,Summer,XS,Navy,74.74,0.0,74.74,2025-10-15,46,4.4,False,,
FB001188,Accessories,Forever21,Summer,M,Beige,63.7,5.3,60.32,2024-09-20,47,3.7,False,,
FB001189,Dresses,Banana Republic,Winter,XS,White,147.05,52.3,70.14,2024-09-06,34,4.6,False,,
FB001190,Accessories,Ann Taylor,Winter,S,Blue,32.86,23.7,25.07,2025-11-18,32,3.1,True,Wrong Item,2025-12-18
FB001191,Bottoms,Uniqlo,Spring,XS,Blue,54.86,33.1,36.7,2024-09-30,17,4.0,False,,
FB001192,Dresses,Ann Taylor,Summer,S,White,53.07,0.0,53.07,2025-09-18,4,4.3,False,,
FB001193,Dresses,Gap,Winter,XXL,Brown,105.89,18.9,85.88,2024-12-17,0,4.5,False,,
FB001194,Shoes,Gap,Fall,L,Gray,73.7,33.5,49.01,2025-02-16,16,4.2,True,Color Mismatch,2025-02-19
FB001195,Dresses,Gap,Spring,XS,White,177.16,9.6,160.15,2024-11-18,48,3.4,False,,
FB001196,Tops,Zara,Fall,XL,Brown,36.67,11.5,32.45,2024-01-24,48,4.2,False,,
FB001197,Shoes,Gap,Fall,L,Purple,61.07,17.7,50.26,2025-02-09,6,3.0,True,Size Issue,2025-02-28
FB001198,Shoes,Mango,Fall,XXL,Blue,128.01,8.3,117.39,2024-10-12,38,3.9,False,,
FB001199,Shoes,Banana Republic,Spring,XL,Purple,125.2,0.0,125.2,2025-05-21,25,3.9,False,,
FB001200,Shoes,Gap,Fall,S,Blue,86.15,10.0,77.54,2025-11-02,29,3.1,True,Size Issue,2025-11-15
FB001201,Outerwear,Forever21,Winter,L,White,188.19,7.1,174.83,2025-05-30,39,4.8,False,,
FB001202,Outerwear,Forever21,Summer,M,Brown,122.49,12.1,107.67,2025-01-14,5,2.7,True,Color Mismatch,2025-02-12
FB001203,Dresses,Forever21,Fall,S,Gray,112.74,43.5,63.7,2024-07-23,45,4.3,True,Changed Mind,2024-08-21
FB001204,Accessories,H&M,Winter,L,White,59.44,8.6,54.33,2025-04-17,11,4.7,False,,
FB001205,Accessories,Ann Taylor,Fall,S,Gray,61.93,0.0,61.93,2024-02-03,47,3.7,False,,
FB001206,Tops,Gap,Winter,XS,Blue,115.76,50.7,57.07,2025-09-13,45,3.9,False,,
FB001207,Outerwear,Zara,Winter,L,Green,129.8,17.3,107.34,2024-02-10,49,4.0,False,,
FB001208,Dresses,Gap,Winter,XS,Black,74.82,0.0,74.82,2024-04-24,37,4.5,False,,
FB001209,Shoes,Forever21,Spring,S,White,167.29,0.0,167.29,2024-12-03,6,4.8,False,,
FB001210,Accessories,Gap,Winter,S,Pink,37.26,26.6,27.35,2025-12-17,28,3.1,True,Changed Mind,2026-01-06
FB001211,Accessories,Mango,Fall,XL,Pink,16.69,51.3,8.13,2024-10-25,45,4.9,False,,
FB001212,Dresses,Mango,Spring,L,Gray,164.46,0.0,164.46,2024-05-11,44,4.4,True,Changed Mind,2024-06-08
FB001213,Tops,Uniqlo,Fall,XS,White,78.32,0.0,78.32,2024-09-22,0,4.3,False,,
FB001214,Outerwear,Forever21,Winter,XL,Red,245.31,13.8,211.46,2024-11-17,32,3.7,False,,
FB001215,Tops,Gap,Fall,XL,Gray,37.54,40.3,22.41,2024-12-16,4,4.0,True,Changed Mind,2024-12-21
FB001216,Shoes,Banana Republic,Fall,M,Gray,113.49,58.1,47.55,2025-06-20,47,4.3,False,,
FB001217,Dresses,H&M,Spring,XXL,Green,117.74,0.0,117.74,2025-06-03,21,2.8,True,Size Issue,2025-06-21
FB001218,Dresses,Banana Republic,Summer,L,Brown,138.9,0.0,138.9,2024-07-06,47,4.0,False,,
FB001219,Dresses,H&M,Fall,XXL,Gray,80.16,45.3,43.85,2024-04-03,17,4.3,False,,
FB001220,Dresses,Banana Republic,Fall,XL,Pink,60.35,0.0,60.35,2025-08-18,37,3.9,False,,
FB001221,Accessories,Zara,Spring,XXL,Black,27.77,0.0,27.77,2025-05-02,5,4.7,False,,
FB001222,Outerwear,H&M,Winter,M,Brown,81.63,18.6,66.45,2025-03-29,46,2.4,False,,
FB001223,Bottoms,Gap,Summer,M,Blue,102.16,7.6,94.4,2025-05-09,32,4.9,False,,
FB001224,Dresses,Uniqlo,Spring,XL,White,107.99,30.1,75.49,2025-03-26,40,3.8,True,Quality Issue,2025-04-11
FB001225,Accessories,Ann Taylor,Winter,L,Red,26.62,33.5,17.7,2025-03-29,6,4.5,False,,
FB001226,Dresses,Mango,Fall,XS,White,86.25,9.8,77.8,2025-04-28,33,4.7,True,Size Issue,2025-05-18
FB001227,Bottoms,Mango,Spring,S,White,121.97,37.0,76.84,2025-11-09,39,3.3,True,Color Mismatch,2025-11-25
FB001228,Dresses,Forever21,Spring,S,Pink,130.24,46.1,70.2,2024-11-09,9,3.5,True,Changed Mind,2024-12-03
FB001229,Shoes,Gap,Spring,L,Brown,102.97,16.4,86.08,2024-02-26,25,3.8,False,,
FB001230,Shoes,Mango,Winter,M,Green,170.97,0.0,170.97,2024-09-19,42,3.6,False,,
FB001231,Shoes,Zara,Spring,L,Blue,92.11,8.0,84.74,2025-09-24,13,3.3,False,,
FB001232,Shoes,Banana Republic,Summer,S,Red,92.08,15.8,77.53,2024-02-17,30,4.1,False,,
FB001233,Tops,Gap,Fall,M,Brown,78.61,0.0,78.61,2025-10-16,3,4.2,False,,
FB001234,Outerwear,Ann Taylor,Winter,M,Black,160.21,41.5,93.72,2025-02-27,49,2.7,False,,
FB001235,Bottoms,Uniqlo,Fall,XL,Black,82.59,0.0,82.59,2025-11-07,34,3.4,False,,
FB001236,Outerwear,Uniqlo,Summer,S,Black,228.02,34.8,148.67,2025-04-01,23,4.4,False,,
FB001237,Bottoms,Mango,Spring,L,White,85.3,0.0,85.3,2025-12-21,43,4.0,False,,
FB001238,Outerwear,Zara,Fall,XS,Beige,149.83,12.3,131.4,2025-06-25,3,3.3,True,Color Mismatch,2025-07-07
FB001239,Accessories,Forever21,Summer,XL,Navy,66.36,13.6,57.34,2024-03-09,40,3.9,False,,
FB001240,Outerwear,Banana Republic,Summer,XL,Red,215.76,21.8,168.72,2025-09-16,29,3.3,False,,
FB001241,Bottoms,Banana Republic,Winter,M,Gray,84.15,54.8,38.04,2024-12-04,41,3.2,True,Size Issue,2024-12-15
FB001242,Tops,Forever21,Summer,L,Brown,49.38,10.8,44.05,2024-08-18,0,4.7,False,,
FB001243,Bottoms,Uniqlo,Fall,XL,Beige,122.13,14.8,104.05,2025-08-11,12,4.4,False,,
FB001244,Dresses,Mango,Fall,S,White,102.44,0.0,102.44,2025-09-08,34,4.5,False,,
FB001245,Accessories,Mango,Spring,XS,Navy,71.59,53.2,33.5,2024-11-06,12,3.3,True,Color Mismatch,2024-11-14
FB001246,Bottoms,Ann Taylor,Summer,S,Gray,44.77,40.5,26.64,2024-08-01,47,4.1,False,,
FB001247,Tops,Gap,Winter,S,White,97.1,6.9,90.4,2025-06-02,11,3.5,False,,
FB001248,Dresses,Banana Republic,Fall,S,Black,209.92,27.2,152.82,2025-03-01,20,3.7,True,Size Issue,2025-03-27
FB001249,Outerwear,Ann Taylor,Winter,M,Purple,99.04,5.1,93.99,2025-02-13,26,3.7,False,,
FB001250,Accessories,Ann Taylor,Spring,M,Black,43.22,26.0,31.98,2024-03-27,44,4.3,False,,
FB001251,Tops,Gap,Summer,M,Beige,109.73,0.0,109.73,2024-06-30,15,3.7,False,,
FB001252,Bottoms,Mango,Fall,XXL,Gray,121.47,0.0,121.47,2025-11-07,13,3.3,True,Changed Mind,2025-12-04
FB001253,Bottoms,Forever21,Fall,S,Purple,145.84,36.2,93.05,2025-01-08,11,3.9,False,,
FB001254,Accessories,Mango,Summer,L,White,34.89,18.6,28.4,2025-09-28,16,3.7,False,,
FB001255,Accessories,Ann Taylor,Summer,L,Green,62.77,0.0,62.77,2024-02-17,26,4.3,False,,
FB001256,Outerwear,Mango,Fall,XS,Green,139.27,0.0,139.27,2024-03-08,26,3.4,True,Size Issue,2024-03-22
FB001257,Outerwear,Gap,Fall,XL,Beige,80.12,18.5,65.3,2024-05-11,16,3.1,True,Color Mismatch,2024-05-23
FB001258,Outerwear,Banana Republic,Winter,L,Brown,113.37,0.0,113.37,2024-05-26,8,3.8,True,Size Issue,2024-06-19
FB001259,Accessories,Forever21,Spring,XL,Black,31.24,0.0,31.24,2025-11-06,46,4.9,False,,
FB001260,Dresses,Gap,Spring,S,Navy,121.74,31.6,83.27,2025-01-29,2,3.5,False,,
FB001261,Bottoms,Mango,Summer,S,Beige,34.09,23.2,26.18,2024-01-12,20,3.9,False,,
FB001262,Tops,Ann Taylor,Fall,XXL,Brown,60.57,49.1,30.83,2025-07-12,16,3.3,True,Changed Mind,2025-08-02
FB001263,Outerwear,Ann Taylor,Spring,S,Pink,137.97,55.4,61.53,2025-11-10,29,4.2,True,Color Mismatch,2025-12-05
FB001264,Outerwear,Uniqlo,Summer,M,Blue,189.19,42.5,108.78,2025-04-13,14,4.6,False,,
FB001265,Accessories,Uniqlo,Fall,M,Pink,44.42,19.1,35.94,2024-07-05,32,4.6,False,,
FB001266,Outerwear,H&M,Fall,XXL,White,211.9,0.0,211.9,2024-12-28,47,4.7,False,,
FB001267,Bottoms,Zara,Spring,XL,White,113.24,43.3,64.21,2024-04-12,10,4.3,False,,
FB001268,Dresses,H&M,Fall,XL,Brown,122.08,0.0,122.08,2025-02-14,3,3.9,False,,
FB001269,Outerwear,Forever21,Winter,L,Navy,103.14,40.0,61.88,2025-12-26,16,3.8,False,,
FB001270,Shoes,H&M,Summer,XS,Blue,62.45,7.4,57.83,2025-02-04,15,3.8,False,,
FB001271,Dresses,Forever21,Winter,XL,White,92.26,8.4,84.51,2024-05-23,17,4.1,False,,
FB001272,Accessories,Mango,Fall,L,Red,58.7,20.2,46.84,2025-06-17,7,3.7,False,,
FB001273,Accessories,Gap,Fall,XXL,Gray,34.42,0.0,34.42,2025-09-16,47,4.5,False,,
FB001274,Accessories,Ann Taylor,Spring,XS,Blue,69.47,0.0,69.47,2025-04-22,40,3.1,False,,
FB001275,Bottoms,Gap,Spring,S,Purple,42.37,52.1,20.3,2025-01-06,38,3.0,True,Color Mismatch,2025-01-22
FB001276,Dresses,Forever21,Winter,XS,Beige,67.88,36.8,42.9,2024-10-09,46,4.4,False,,
FB001277,Dresses,Ann Taylor,Winter,XXL,Pink,217.12,0.0,217.12,2025-12-31,6,4.7,False,,
FB001278,Bottoms,Gap,Fall,XL,Blue,109.88,0.0,109.88,2025-12-26,49,4.1,False,,
FB001279,Outerwear,Forever21,Winter,XS,Brown,98.33,32.9,65.98,2025-08-12,6,4.1,True,Color Mismatch,2025-08-20
FB001280,Shoes,Forever21,Winter,XXL,Green,95.57,37.0,60.21,2025-06-19,36,4.5,True,Size Issue,2025-07-15
FB001281,Dresses,Forever21,Summer,S,Brown,80.73,9.9,72.74,2025-02-26,18,4.1,False,,
FB001282,Dresses,Gap,Spring,M,Beige,108.49,45.0,59.67,2024-02-18,28,4.0,True,Size Issue,2024-03-10
FB001283,Shoes,Mango,Fall,XL,Purple,143.73,35.1,93.28,2024-06-25,49,3.0,False,,
FB001284,Accessories,Ann Taylor,Spring,XL,Purple,63.09,24.6,47.57,2024-04-13,19,4.2,False,,
FB001285,Accessories,Forever21,Spring,XL,Gray,56.57,24.0,42.99,2025-05-12,45,3.6,False,,
FB001286,Tops,Ann Taylor,Fall,S,Navy,21.59,0.0,21.59,2025-06-02,19,4.8,False,,
FB001287,Outerwear,Uniqlo,Fall,L,Brown,198.26,0.0,198.26,2025-12-29,5,3.0,False,,
FB001288,Dresses,Forever21,Spring,S,Navy,140.58,18.8,114.15,2024-10-27,6,3.3,False,,
FB001289,Accessories,Ann Taylor,Fall,L,Green,30.98,0.0,30.98,2024-01-27,17,3.5,False,,
FB001290,Dresses,H&M,Fall,S,Gray,160.14,0.0,160.14,2024-10-30,0,3.0,True,Size Issue,2024-11-27
FB001291,Outerwear,Gap,Winter,L,Purple,173.71,11.2,154.25,2025-08-17,33,4.5,False,,
FB001292,Outerwear,Forever21,Spring,XXL,Navy,216.58,0.0,216.58,2025-01-08,23,4.0,False,,
FB001293,Bottoms,Ann Taylor,Spring,XS,Red,68.6,34.0,45.28,2025-07-05,50,2.6,False,,
FB001294,Accessories,Gap,Spring,XS,Brown,29.81,0.0,29.81,2025-10-22,44,3.9,False,,
FB001295,Bottoms,Gap,Spring,XL,Green,85.23,13.9,73.38,2024-06-24,4,3.0,True,Wrong Item,2024-07-12
FB001296,Dresses,Zara,Spring,L,Red,60.84,19.3,49.1,2025-08-06,17,4.4,True,Damaged,2025-08-07
FB001297,Dresses,Gap,Winter,XXL,Red,217.66,0.0,217.66,2024-11-13,28,2.8,False,,
FB001298,Dresses,Uniqlo,Spring,S,Brown,185.73,11.1,165.11,2025-07-06,49,4.2,False,,
FB001299,Outerwear,Ann Taylor,Summer,XL,Green,201.06,6.8,187.39,2025-09-20,4,3.6,True,Wrong Item,2025-10-14
FB001300,Bottoms,H&M,Fall,XL,Red,130.29,0.0,130.29,2024-05-02,31,3.5,False,,
FB001301,Accessories,Forever21,Winter,L,Blue,60.27,0.0,60.27,2024-07-06,21,3.8,True,Changed Mind,2024-07-12
FB001302,Dresses,Forever21,Spring,L,Black,81.38,8.4,74.54,2025-10-10,41,4.7,True,Wrong Item,2025-11-04
FB001303,Accessories,Uniqlo,Summer,XL,Green,78.83,0.0,78.83,2024-04-07,23,2.9,True,Color Mismatch,2024-04-08
FB001304,Accessories,Ann Taylor,Winter,M,Green,67.0,10.6,59.9,2024-06-25,4,3.3,True,Color Mismatch,2024-07-11
FB001305,Bottoms,H&M,Spring,XS,Beige,139.51,13.6,120.54,2025-12-24,28,4.3,False,,
FB001306,Bottoms,Mango,Winter,XS,Brown,34.65,19.4,27.93,2024-11-15,7,4.1,False,,
FB001307,Accessories,Ann Taylor,Fall,XL,Purple,25.88,0.0,25.88,2025-09-09,12,2.6,True,Color Mismatch,2025-10-09
FB001308,Shoes,Gap,Winter,L,Black,146.99,0.0,146.99,2025-01-09,15,3.9,True,Wrong Item,2025-01-16
FB001309,Tops,Zara,Spring,XS,Gray,101.09,54.2,46.3,2024-04-11,37,4.0,False,,
FB001310,Accessories,Ann Taylor,Winter,XL,Beige,28.06,0.0,28.06,2024-07-21,28,3.7,False,,
FB001311,Dresses,Forever21,Winter,L,Blue,64.01,0.0,64.01,2024-11-25,6,4.5,False,,
FB001312,Outerwear,Forever21,Spring,L,Pink,211.04,30.6,146.46,2024-07-11,2,3.8,False,,
FB001313,Shoes,Mango,Spring,XXL,Green,125.49,0.0,125.49,2025-01-29,19,4.6,True,Color Mismatch,2025-01-31
FB001314,Dresses,Forever21,Fall,XL,Navy,165.79,0.0,165.79,2024-04-11,13,3.6,False,,
FB001315,Bottoms,H&M,Spring,XS,White,89.43,14.2,76.73,2025-01-25,2,3.2,True,Changed Mind,2025-02-24
FB001316,Shoes,Zara,Fall,XXL,Navy,197.5,56.5,85.91,2025-02-15,23,4.4,True,Size Issue,2025-02-23
FB001317,Outerwear,Uniqlo,Winter,XXL,Brown,200.73,46.2,107.99,2024-10-06,41,4.1,True,Size Issue,2024-11-02
FB001318,Tops,Forever21,Spring,S,Gray,45.34,0.0,45.34,2025-02-08,44,4.1,True,Wrong Item,2025-02-13
FB001319,Dresses,H&M,Summer,XXL,Black,69.6,49.8,34.94,2025-07-03,11,4.4,True,Color Mismatch,2025-07-12
FB001320,Dresses,Forever21,Spring,XL,Pink,98.4,6.6,91.91,2025-02-08,7,3.8,False,,
FB001321,Bottoms,Banana Republic,Winter,S,Red,92.19,0.0,92.19,2024-04-21,30,4.6,False,,
FB001322,Accessories,Forever21,Fall,XS,Black,30.71,11.6,27.15,2025-03-28,9,3.4,False,,
FB001323,Accessories,H&M,Fall,XXL,Navy,17.84,0.0,17.84,2024-12-15,9,3.9,False,,
FB001324,Shoes,Mango,Spring,L,White,184.25,0.0,184.25,2024-06-05,24,4.0,False,,
FB001325,Outerwear,Banana Republic,Fall,S,Beige,113.04,28.8,80.48,2024-03-12,28,4.2,False,,
FB001326,Outerwear,Uniqlo,Fall,S,Purple,243.91,0.0,243.91,2024-03-07,43,2.6,True,Color Mismatch,2024-03-08
FB001327,Outerwear,Mango,Spring,M,Green,104.39,0.0,104.39,2024-01-07,14,4.8,False,,
FB001328,Outerwear,Zara,Winter,XL,Black,225.69,20.7,178.97,2024-03-16,34,4.0,True,Wrong Item,2024-04-15
FB001329,Outerwear,Forever21,Spring,XXL,Brown,145.75,44.8,80.45,2025-09-19,31,3.8,True,Color Mismatch,2025-10-10
FB001330,Tops,Gap,Fall,L,Purple,107.94,0.0,107.94,2025-10-14,18,2.6,False,,
FB001331,Tops,Uniqlo,Fall,M,Green,63.17,0.0,63.17,2025-04-15,2,4.1,False,,
FB001332,Outerwear,H&M,Winter,S,Beige,140.0,48.4,72.24,2025-04-16,26,2.3,True,Quality Issue,2025-04-29
FB001333,Tops,Ann Taylor,Spring,M,Beige,59.89,24.1,45.46,2025-12-30,13,3.4,True,Quality Issue,2026-01-27
FB001334,Dresses,Ann Taylor,Winter,XL,Blue,113.72,0.0,113.72,2024-05-24,25,3.4,False,,
FB001335,Outerwear,Gap,Spring,XL,Blue,88.65,0.0,88.65,2024-06-09,35,3.5,False,,
FB001336,Outerwear,Forever21,Fall,L,Green,197.97,15.0,168.27,2025-11-27,17,4.3,False,,
FB001337,Bottoms,Forever21,Fall,S,Blue,67.98,0.0,67.98,2024-05-13,47,4.0,False,,
FB001338,Tops,Ann Taylor,Summer,XXL,Black,98.7,0.0,98.7,2024-02-24,0,3.5,False,,
FB001339,Accessories,Ann Taylor,Spring,S,Red,77.27,0.0,77.27,2025-01-06,4,2.9,False,,
FB001340,Shoes,Gap,Winter,M,Red,86.36,0.0,86.36,2024-06-12,35,3.0,False,,
FB001341,Bottoms,Mango,Winter,XS,Purple,139.23,13.4,120.57,2025-04-25,40,4.4,False,,
FB001342,Shoes,H&M,Summer,XXL,Red,185.47,0.0,185.47,2024-05-18,2,4.2,False,,
FB001343,Tops,Forever21,Winter,S,Green,78.62,47.2,41.51,2025-08-21,28,3.6,False,,
FB001344,Tops,Zara,Winter,XXL,Brown,54.38,0.0,54.38,2025-01-13,5,4.9,True,Size Issue,2025-01-23
FB001345,Dresses,Forever21,Fall,XS,Beige,83.51,9.4,75.66,2024-03-26,50,4.1,True,Color Mismatch,2024-04-11
FB001346,Accessories,Forever21,Fall,M,Pink,27.48,0.0,27.48,2024-01-25,33,3.8,False,,
FB001347,Bottoms,Zara,Fall,XXL,Pink,61.57,46.8,32.76,2025-11-03,17,3.5,False,,
FB001348,Accessories,Ann Taylor,Summer,S,Brown,15.69,9.5,14.2,2025-04-26,12,4.4,False,,
FB001349,Accessories,Uniqlo,Winter,M,Navy,67.2,55.7,29.77,2025-12-25,26,3.7,False,,
FB001350,Shoes,Uniqlo,Fall,L,Pink,82.67,58.4,34.39,2025-11-13,5,4.3,False,,
FB001351,Outerwear,Banana Republic,Summer,S,Black,121.3,0.0,121.3,2024-06-06,4,4.1,False,,
FB001352,Bottoms,Banana Republic,Summer,XS,Green,118.38,0.0,118.38,2024-03-13,39,4.4,True,Changed Mind,2024-04-10
FB001353,Tops,Ann Taylor,Summer,XL,Black,25.62,0.0,25.62,2024-03-24,47,3.0,True,Damaged,2024-03-27
FB001354,Accessories,Forever21,Fall,S,Green,61.6,14.4,52.73,2025-05-02,12,3.5,False,,
FB001355,Dresses,Gap,Fall,L,Pink,174.37,17.9,143.16,2024-07-08,28,3.3,False,,
